date,day_of_week,day_of_month,month,quarter,is_weekend,is_month_end,is_quarter_end,daily_sales,orders_count,opening_cash,direct_cash_sales,receivables_collected,total_inflow,vendor_outflow,opex_outflow,payroll_outflow,rent_outflow,total_outflow,net_cash_flow,closing_cash,pending_ar,pending_ap
2023-05-29,0,29,5,2,0,0,0,88786.46,10,2138780.97,26635.94,39003.65,65639.59,40153.56,6076.36,0.0,0.0,46229.92,19409.67,2158190.64,646992.13,600277.14
2023-05-30,1,30,5,2,0,0,0,70637.55,6,2158190.64,21191.26,44301.7,65492.96,35000.0,6684.7,0.0,0.0,41684.71,23808.26,2181998.89,652136.71,601757.82
2023-05-31,2,31,5,2,0,1,0,75674.29,5,2181998.89,22702.29,36509.56,59211.85,41020.59,4261.02,0.0,0.0,45281.61,13930.24,2195929.13,668599.15,636510.4
2023-06-01,3,1,6,2,0,0,0,80253.23,7,2195929.13,24075.97,87880.11,111956.08,33080.01,3202.22,196120.64,0.0,232402.87,-120446.79,2075482.35,636896.31,670622.04
2023-06-02,4,2,6,2,0,0,0,93287.93,11,2075482.35,27986.38,56530.31,84516.69,44357.12,11859.62,50513.8,0.0,106730.54,-22213.85,2053268.49,645667.55,655312.73
2023-06-03,5,3,6,2,1,0,0,24327.68,2,2053268.49,7298.3,43192.6,50490.9,23236.84,2729.55,0.0,0.0,25966.39,24524.52,2077793.01,619504.33,646218.89
2023-06-04,6,4,6,2,1,0,0,33206.61,4,2077793.01,9961.98,67932.72,77894.7,25231.02,1032.99,0.0,0.0,26264.0,51630.7,2129423.71,574816.23,634285.29
2023-06-05,0,5,6,2,0,0,0,117076.66,8,2129423.71,35123.0,78765.73,113888.73,37262.7,8985.33,0.0,62630.57,108878.6,5010.13,2134433.84,578004.16,652523.19
2023-06-06,1,6,6,2,0,0,0,74125.27,6,2134433.84,22237.58,34849.11,57086.69,22426.33,4496.55,0.0,0.0,26922.88,30163.81,2164597.65,595042.75,681064.37
2023-06-07,2,7,6,2,0,0,0,44139.78,4,2164597.65,13241.93,40139.12,53381.05,32640.06,5598.24,0.0,0.0,38238.3,15142.75,2179740.41,585801.47,683593.22
2023-06-08,3,8,6,2,0,0,0,100924.85,7,2179740.41,30277.45,34059.76,64337.22,36158.83,8973.04,0.0,0.0,45131.87,19205.35,2198945.75,622389.1,701144.26
2023-06-09,4,9,6,2,0,0,0,102132.06,13,2198945.75,30639.62,33720.99,64360.61,29312.94,8355.7,0.0,0.0,37668.64,26691.96,2225637.72,660160.56,694632.14
2023-06-10,5,10,6,2,1,0,0,31385.54,4,2225637.72,9415.66,43570.2,52985.87,76979.71,1319.79,0.0,0.0,78299.5,-25313.64,2200324.08,638560.23,625994.87
2023-06-11,6,11,6,2,1,0,0,38687.95,3,2200324.08,11606.38,39818.46,51424.84,54415.9,1739.21,0.0,0.0,56155.1,-4730.26,2195593.82,625823.33,583463.0
2023-06-12,0,12,6,2,0,0,0,108097.87,14,2195593.82,32429.36,47552.63,79981.99,59845.21,6248.77,0.0,0.0,66093.97,13888.02,2209481.84,653939.21,560334.17
2023-06-13,1,13,6,2,0,0,0,118620.24,10,2209481.84,35586.07,33512.2,69098.27,30436.45,4666.2,0.0,0.0,35102.65,33995.63,2243477.46,703461.17,605773.93
2023-06-14,2,14,6,2,0,0,0,114660.42,8,2243477.46,34398.12,54303.41,88701.54,37944.33,9230.49,0.0,0.0,47174.82,41526.72,2285004.18,729420.05,635408.5
2023-06-15,3,15,6,2,0,0,0,59032.87,8,2285004.18,17709.86,73469.69,91179.55,46512.74,11496.53,0.0,0.0,58009.27,33170.28,2318174.46,697273.37,622670.61
2023-06-16,4,16,6,2,0,0,0,99722.58,13,2318174.46,29916.78,94516.34,124433.12,34482.66,11239.39,0.0,0.0,45722.05,78711.07,2396885.53,672562.83,619616.18
2023-06-17,5,17,6,2,1,0,0,37718.74,3,2396885.53,11315.62,58035.38,69351.0,43636.41,3832.8,0.0,0.0,47469.21,21881.79,2418767.32,640930.57,590223.73
2023-06-18,6,18,6,2,1,0,0,42904.34,3,2418767.32,12871.3,79208.03,92079.34,37793.85,1111.02,0.0,0.0,38904.87,53174.46,2471941.78,591755.58,560620.88
2023-06-19,0,19,6,2,0,0,0,57278.29,4,2471941.78,17183.49,45313.96,62497.45,33904.77,6058.87,0.0,0.0,39963.64,22533.81,2494475.58,586536.42,552160.17
2023-06-20,1,20,6,2,0,0,0,42583.05,3,2494475.58,12774.92,51883.01,64657.93,37243.33,5868.77,0.0,0.0,43112.11,21545.82,2516021.4,564461.55,567072.46
2023-06-21,2,21,6,2,0,0,0,115823.51,16,2516021.4,34747.05,41724.04,76471.1,18632.88,10830.89,0.0,0.0,29463.77,47007.32,2563028.73,603813.96,582892.98
2023-06-22,3,22,6,2,0,0,0,114817.12,12,2563028.73,34445.14,41843.09,76288.23,40771.67,11981.41,0.0,0.0,52753.07,23535.16,2586563.89,642342.86,617352.48
2023-06-23,4,23,6,2,0,0,0,105221.55,7,2586563.89,31566.47,40151.19,71717.65,36700.34,10863.09,0.0,0.0,47563.44,24154.22,2610718.1,675846.76,629364.95
2023-06-24,5,24,6,2,1,0,0,39950.61,5,2610718.1,11985.18,39913.66,51898.85,68395.54,1716.33,0.0,0.0,70111.87,-18213.03,2592505.07,663898.53,570182.98
2023-06-25,6,25,6,2,1,0,0,26920.6,3,2592505.07,8076.18,35154.13,43230.31,40944.16,1126.28,0.0,0.0,42070.44,1159.87,2593664.94,647588.81,537201.89
2023-06-26,0,26,6,2,0,0,0,124904.22,9,2593664.94,37471.27,41977.77,79449.04,59742.91,4964.28,0.0,0.0,64707.2,14741.84,2608406.79,693043.99,520653.85
2023-06-27,1,27,6,2,0,0,0,106931.29,10,2608406.79,32079.39,33462.17,65541.56,36868.19,11502.59,0.0,0.0,48370.78,17170.77,2625577.56,734433.73,528900.94
2023-06-28,2,28,6,2,0,0,0,91496.97,7,2625577.56,27449.09,37274.21,64723.3,23840.52,11484.59,0.0,0.0,35325.11,29398.19,2654975.75,761207.4,583300.41
2023-06-29,3,29,6,2,0,0,0,90990.51,10,2654975.75,27297.15,49912.72,77209.87,22889.75,4984.38,0.0,0.0,27874.12,49335.74,2704311.49,774988.04,594731.84
2023-06-30,4,30,6,2,0,1,1,106327.91,7,2704311.49,31898.37,45872.81,77771.18,42569.95,10954.07,0.0,0.0,53524.02,24247.16,2728558.65,803544.78,576502.31
2023-07-01,5,1,7,3,1,0,0,47089.6,3,2728558.65,14126.88,62846.22,76973.1,35320.82,3088.06,189233.75,0.0,227642.63,-150669.54,2577889.11,773661.27,550143.91
2023-07-02,6,2,7,3,1,0,0,22819.88,1,2577889.11,6845.96,61847.64,68693.61,30109.45,2740.26,41829.74,0.0,74679.44,-5985.83,2571903.28,727787.54,530404.21
2023-07-03,0,3,7,3,0,0,0,60454.8,4,2571903.28,18136.44,55670.15,73806.59,41121.85,10759.15,0.0,0.0,51881.0,21925.59,2593828.87,714435.75,561607.55
2023-07-04,1,4,7,3,0,0,0,95230.35,10,2593828.87,28569.1,77527.68,106096.79,27229.72,6354.2,0.0,0.0,33583.92,72512.87,2666341.74,703569.32,560401.32
2023-07-05,2,5,7,3,0,0,0,101315.25,7,2666341.74,30394.57,74146.61,104541.18,22744.27,9149.33,0.0,61141.96,93035.56,11505.63,2677847.36,700343.38,563337.47
2023-07-06,3,6,7,3,0,0,0,80941.83,6,2677847.36,24282.55,44832.32,69114.87,38960.69,6130.28,0.0,0.0,45090.98,24023.89,2701871.25,712170.34,579588.33
2023-07-07,4,7,7,3,0,0,0,87241.58,6,2701871.25,26172.47,39188.65,65361.12,40315.35,8926.07,0.0,0.0,49241.42,16119.71,2717990.96,734050.79,611013.86
2023-07-08,5,8,7,3,1,0,0,43069.77,3,2717990.96,12920.93,52221.21,65142.14,36151.12,3040.42,0.0,0.0,39191.54,25950.6,2743941.56,711978.42,588232.87
2023-07-09,6,9,7,3,1,0,0,39460.57,3,2743941.56,11838.17,34276.21,46114.38,39056.69,1087.74,0.0,0.0,40144.43,5969.95,2749911.51,705324.61,562984.89
2023-07-10,0,10,7,3,0,0,0,48251.64,3,2749911.51,14475.49,39471.49,53946.98,41110.26,10361.7,0.0,0.0,51471.97,2475.02,2752386.53,699629.26,585812.23
2023-07-11,1,11,7,3,0,0,0,82041.5,7,2752386.53,24612.45,30475.71,55088.16,61353.13,11830.68,0.0,0.0,73183.8,-18095.64,2734290.89,726582.59,562035.55
2023-07-12,2,12,7,3,0,0,0,59937.47,4,2734290.89,17981.24,50231.87,68213.11,67655.61,3962.83,0.0,0.0,71618.43,-3405.32,2730885.57,718306.95,546564.1
2023-07-13,3,13,7,3,0,0,0,85058.04,11,2730885.57,25517.41,61076.34,86593.76,32480.95,11388.25,0.0,0.0,43869.21,42724.55,2773610.12,716771.24,554826.27
2023-07-14,4,14,7,3,0,0,0,120397.64,16,2773610.12,36119.29,54083.21,90202.5,24371.59,9373.55,0.0,0.0,33745.14,56457.36,2830067.48,746966.38,555372.27
2023-07-15,5,15,7,3,1,0,0,34088.37,2,2830067.48,10226.51,66396.46,76622.97,18034.11,3614.61,0.0,0.0,21648.72,54974.25,2885041.74,704431.78,548547.32
2023-07-16,6,16,7,3,1,0,0,46269.65,6,2885041.74,13880.9,82507.48,96388.38,33474.28,1073.76,0.0,0.0,34548.04,61840.33,2946882.07,654313.05,521373.9
2023-07-17,0,17,7,3,0,0,0,65632.21,7,2946882.07,19689.66,66715.57,86405.23,33646.03,7013.12,0.0,0.0,40659.16,45746.07,2992628.14,633540.04,553218.89
2023-07-18,1,18,7,3,0,0,0,125743.36,10,2992628.14,37723.01,65860.86,103583.87,21937.44,10153.29,0.0,0.0,32090.73,71493.14,3064121.29,655699.53,578349.05
2023-07-19,2,19,7,3,0,0,0,56453.69,4,3064121.29,16936.11,48159.35,65095.46,35879.52,5459.34,0.0,0.0,41338.86,23756.59,3087877.88,647057.76,602768.36
2023-07-20,3,20,7,3,0,0,0,50231.92,5,3087877.88,15069.58,62538.73,77608.3,31735.27,8746.73,0.0,0.0,40482.01,37126.3,3125004.18,619681.38,646526.91
2023-07-21,4,21,7,3,0,0,0,61223.71,7,3125004.18,18367.11,52578.42,70945.53,45453.82,5069.59,0.0,0.0,50523.41,20422.13,3145426.3,609959.55,645712.13
2023-07-22,5,22,7,3,1,0,0,16730.72,1,3145426.3,5019.22,41071.74,46090.96,42257.27,2419.63,0.0,0.0,44676.9,1414.05,3146840.35,580599.32,612140.12
2023-07-23,6,23,7,3,1,0,0,21594.05,1,3146840.35,6478.22,44526.69,51004.9,38017.33,3534.35,0.0,0.0,41551.68,9453.22,3156293.57,551188.47,586888.76
2023-07-24,0,24,7,3,0,0,0,92640.16,7,3156293.57,27792.05,27875.53,55667.58,73355.62,8549.85,0.0,0.0,81905.48,-26237.9,3130055.67,588161.06,536411.52
2023-07-25,1,25,7,3,0,0,0,79725.87,9,3130055.67,23917.76,28780.48,52698.24,58361.69,6872.75,0.0,0.0,65234.44,-12536.2,3117519.47,615188.68,506279.31
2023-07-26,2,26,7,3,0,0,0,80624.81,8,3117519.47,24187.44,28590.02,52777.46,41150.98,10178.03,0.0,0.0,51329.01,1448.45,3118967.93,643036.04,519737.18
2023-07-27,3,27,7,3,0,0,0,77378.4,6,3118967.93,23213.52,28212.11,51425.63,24902.75,7319.45,0.0,0.0,32222.2,19203.43,3138171.36,668988.8,520018.24
2023-07-28,4,28,7,3,0,0,0,62780.89,6,3138171.36,18834.27,48336.51,67170.77,36146.73,3356.57,0.0,0.0,39503.3,27667.47,3165838.83,664598.92,554543.58
2023-07-29,5,29,7,3,1,0,0,19055.3,1,3165838.83,5716.59,33681.16,39397.75,20327.84,2496.66,0.0,0.0,22824.51,16573.24,3182412.08,644256.47,549082.37
2023-07-30,6,30,7,3,1,0,0,37877.65,4,3182412.08,11363.29,41846.67,53209.97,23862.14,2553.13,0.0,0.0,26415.27,26794.7,3209206.77,628924.15,530317.94
2023-07-31,0,31,7,3,0,1,0,68043.45,6,3209206.77,20413.04,27960.73,48373.77,25500.96,4194.44,0.0,0.0,29695.4,18678.37,3227885.14,648593.83,530354.89
2023-08-01,1,1,8,3,0,0,0,98284.75,8,3227885.14,29485.42,82670.63,112156.05,20658.54,3941.11,218185.81,0.0,242785.46,-130629.41,3097255.73,634722.53,542255.03
2023-08-02,2,2,8,3,0,0,0,39569.06,3,3097255.73,11870.72,82085.59,93956.31,29248.19,9381.54,57419.38,0.0,96049.12,-2092.81,3095162.93,580335.28,537008.18
2023-08-03,3,3,8,3,0,0,0,108304.23,9,3095162.93,32491.27,56248.18,88739.45,20090.92,11053.35,0.0,0.0,31144.27,57595.19,3152758.11,599900.06,584973.41
2023-08-04,4,4,8,3,0,0,0,109693.83,14,3152758.11,32908.15,62896.84,95804.98,32836.23,9584.31,0.0,0.0,42420.53,53384.45,3206142.57,613788.9,610303.8
2023-08-05,5,5,8,3,1,0,0,17651.09,1,3206142.57,5295.33,49975.49,55270.82,40019.08,1657.64,0.0,74637.98,116314.7,-61043.89,3145098.68,576169.17,576880.16
2023-08-06,6,6,8,3,1,0,0,21486.71,1,3145098.68,6446.01,42323.5,48769.51,29380.89,2666.09,0.0,0.0,32046.98,16722.53,3161821.21,548886.37,559086.35
2023-08-07,0,7,8,3,0,0,0,57139.59,4,3161821.21,17141.88,47024.37,64166.25,35645.61,4795.88,0.0,0.0,40441.49,23724.76,3185545.97,541859.71,600735.05
2023-08-08,1,8,8,3,0,0,0,43193.71,3,3185545.97,12958.11,23585.26,36543.37,30879.02,10814.45,0.0,0.0,41693.47,-5150.1,3180395.87,548510.05,605737.22
2023-08-09,2,9,8,3,0,0,0,103036.56,14,3180395.87,30910.97,35388.48,66299.45,28999.7,11888.85,0.0,0.0,40888.55,25410.9,3205806.77,585247.16,617715.26
2023-08-10,3,10,8,3,0,0,0,114132.56,8,3205806.77,34239.77,42001.6,76241.37,70533.93,7380.02,0.0,0.0,77913.95,-1672.58,3204134.19,623138.35,593511.37
2023-08-11,4,11,8,3,0,0,0,117137.64,13,3204134.19,35141.29,40100.19,75241.48,60937.16,11211.27,0.0,0.0,72148.43,3093.05,3207227.24,665034.51,569561.02
2023-08-12,5,12,8,3,1,0,0,35373.45,2,3207227.24,10612.03,45017.74,55629.78,36934.37,3147.47,0.0,0.0,40081.84,15547.94,3222775.18,644778.18,544957.78
2023-08-13,6,13,8,3,1,0,0,21410.02,2,3222775.18,6423.01,32659.52,39082.53,20841.66,3563.16,0.0,0.0,24404.81,14677.71,3237452.89,627105.67,538830.07
2023-08-14,0,14,8,3,0,0,0,58815.37,5,3237452.89,17644.61,50007.12,67651.73,29624.37,6233.1,0.0,0.0,35857.47,31794.26,3269247.15,618269.31,555922.08
2023-08-15,1,15,8,3,0,0,0,51344.51,5,3269247.15,15403.35,58243.85,73647.2,25522.13,8910.63,0.0,0.0,34432.76,39214.43,3308461.58,595966.62,607383.51
2023-08-16,2,16,8,3,0,0,0,105782.48,14,3308461.58,31734.74,48492.9,80227.64,32954.49,5124.45,0.0,0.0,38078.95,42148.7,3350610.28,621521.45,651436.18
2023-08-17,3,17,8,3,0,0,0,51900.89,5,3350610.28,15570.27,63986.33,79556.6,43697.06,6877.99,0.0,0.0,50575.04,28981.56,3379591.84,593865.74,648201.06
2023-08-18,4,18,8,3,0,0,0,91830.19,7,3379591.84,27549.06,71891.85,99440.9,24916.95,3330.04,0.0,0.0,28246.99,71193.91,3450785.75,586255.03,653930.78
2023-08-19,5,19,8,3,1,0,0,36659.84,2,3450785.75,10997.95,57750.5,68748.45,41528.46,2756.06,0.0,0.0,44284.52,24463.93,3475249.68,554166.42,625844.02
2023-08-20,6,20,8,3,1,0,0,22234.0,1,3475249.68,6670.2,40543.63,47213.83,20452.92,2593.51,0.0,0.0,23046.43,24167.4,3499417.08,529186.59,613088.6
2023-08-21,0,21,8,3,0,0,0,40261.41,3,3499417.08,12078.42,25017.2,37095.62,44467.98,5845.4,0.0,0.0,50313.38,-13217.76,3486199.31,532352.38,615735.11
2023-08-22,1,22,8,3,0,0,0,40460.38,2,3486199.31,12138.11,25753.88,37891.99,47592.01,3044.46,0.0,0.0,50636.47,-12744.48,3473454.84,534920.77,646121.0
2023-08-23,2,23,8,3,0,0,0,93791.45,8,3473454.84,28137.44,44872.99,73010.42,35101.67,7399.62,0.0,0.0,42501.29,30509.13,3503963.97,555701.8,658280.55
2023-08-24,3,24,8,3,0,0,0,49213.87,4,3503963.97,14764.16,24313.62,39077.78,73008.35,4816.68,0.0,0.0,77825.03,-38747.25,3465216.72,565837.89,624055.15
2023-08-25,4,25,8,3,0,0,0,123314.65,14,3465216.72,36994.4,28535.85,65530.25,58781.04,10813.28,0.0,0.0,69594.32,-4064.07,3461152.65,623622.3,625116.89
2023-08-26,5,26,8,3,1,0,0,37567.72,3,3461152.65,11270.32,47785.09,59055.41,65998.98,2491.52,0.0,0.0,68490.5,-9435.09,3451717.55,602134.61,573564.06
2023-08-27,6,27,8,3,1,0,0,43120.51,3,3451717.55,12936.15,39725.05,52661.21,38921.89,3068.58,0.0,0.0,41990.47,10670.73,3462388.29,592593.91,539946.03
2023-08-28,0,28,8,3,0,0,0,55999.01,4,3462388.29,16799.7,41922.9,58722.61,32715.52,3959.34,0.0,0.0,36674.86,22047.75,3484436.03,589870.31,550976.18
2023-08-29,1,29,8,3,0,0,0,125947.68,10,3484436.03,37784.3,28428.92,66213.23,29080.41,10836.78,0.0,0.0,39917.19,26296.04,3510732.07,649604.76,599327.58
2023-08-30,2,30,8,3,0,0,0,87356.2,7,3510732.07,26206.86,49424.4,75631.26,30979.98,5943.3,0.0,0.0,36923.28,38707.98,3549440.05,661329.7,640081.87
2023-08-31,3,31,8,3,0,1,0,108850.25,13,3549440.05,32655.08,51989.17,84644.24,33535.68,10360.51,0.0,0.0,43896.18,40748.06,3590188.1,685535.71,673619.94
2023-09-01,4,1,9,3,0,0,0,85345.65,8,3590188.1,25603.7,47972.45,73576.14,31857.77,6565.55,221728.03,0.0,260151.36,-186575.22,3403612.88,697305.22,681507.0
2023-09-02,5,2,9,3,1,0,0,29883.85,2,3403612.88,8965.15,56885.36,65850.52,26982.0,1219.59,52068.97,0.0,80270.56,-14420.05,3389192.84,661338.56,663257.51
2023-09-03,6,3,9,3,1,0,0,35263.95,3,3389192.84,10579.18,64255.43,74834.61,43369.98,2557.25,0.0,0.0,45927.23,28907.38,3418100.22,621767.89,628685.38
2023-09-04,0,4,9,3,0,0,0,39038.55,3,3418100.22,11711.57,55718.21,67429.78,30863.89,8221.55,0.0,0.0,39085.44,28344.34,3446444.56,593376.67,640777.79
2023-09-05,1,5,9,3,0,0,0,91005.53,10,3446444.56,27301.66,74218.91,101520.57,41619.98,11599.71,0.0,60273.49,113493.18,-11972.62,3434471.94,582861.63,667107.74
2023-09-06,2,6,9,3,0,0,0,37424.99,5,3434471.94,11227.5,40136.38,51363.88,29405.84,11343.31,0.0,0.0,40749.16,10614.72,3445086.67,568922.74,710563.16
2023-09-07,3,7,9,3,0,0,0,120148.42,13,3445086.67,36044.52,35305.82,71350.35,36454.27,5310.99,0.0,0.0,41765.26,29585.09,3474671.75,617720.81,700965.94
2023-09-08,4,8,9,3,0,0,0,64175.63,5,3474671.75,19252.69,47790.55,67043.24,31970.94,8493.0,0.0,0.0,40463.94,26579.3,3501251.05,614853.19,721131.56
2023-09-09,5,9,9,3,1,0,0,24337.66,2,3501251.05,7301.3,35728.28,43029.57,27090.87,3043.35,0.0,0.0,30134.23,12895.34,3514146.4,596161.28,700259.55
2023-09-10,6,10,9,3,1,0,0,32292.65,2,3514146.4,9687.79,42300.0,51987.79,66992.75,1769.69,0.0,0.0,68762.44,-16774.65,3497371.74,576466.13,639335.56
2023-09-11,0,11,9,3,0,0,0,79906.45,5,3497371.74,23971.93,45684.43,69656.37,39537.34,8698.36,0.0,0.0,48235.7,21420.67,3518792.42,586716.21,652573.81
2023-09-12,1,12,9,3,0,0,0,90443.85,8,3518792.42,27133.16,47300.87,74434.02,51030.18,4908.4,0.0,0.0,55938.59,18495.44,3537287.86,602726.04,673606.55
2023-09-13,2,13,9,3,0,0,0,73434.29,5,3537287.86,22030.29,48140.34,70170.63,32951.82,5131.84,0.0,0.0,38083.66,32086.97,3569374.83,605989.7,713631.07
2023-09-14,3,14,9,3,0,0,0,61276.44,5,3569374.83,18382.93,47306.55,65689.48,43042.6,3859.82,0.0,0.0,46902.41,18787.07,3588161.9,601576.66,716059.35
2023-09-15,4,15,9,3,0,0,0,77070.27,9,3588161.9,23121.08,66564.02,89685.1,44413.64,10765.17,0.0,0.0,55178.82,34506.29,3622668.19,588961.82,702348.53
2023-09-16,5,16,9,3,1,0,0,18765.01,2,3622668.19,5629.5,39445.12,45074.63,38746.03,2640.09,0.0,0.0,41386.12,3688.51,3626356.69,562652.2,675022.22
2023-09-17,6,17,9,3,1,0,0,28063.54,2,3626356.69,8419.06,59421.33,67840.39,47614.62,1409.32,0.0,0.0,49023.94,18816.45,3645173.15,522875.35,637375.27
2023-09-18,0,18,9,3,0,0,0,72835.45,9,3645173.15,21850.64,52453.56,74304.19,40377.63,11921.3,0.0,0.0,52298.93,22005.26,3667178.41,521406.61,659438.91
2023-09-19,1,19,9,3,0,0,0,46041.79,6,3667178.41,13812.54,61097.97,74910.51,29243.51,3714.77,0.0,0.0,32958.28,41952.23,3709130.64,492537.88,684597.25
2023-09-20,2,20,9,3,0,0,0,116556.54,15,3709130.64,34966.96,43794.16,78761.12,28294.59,6194.97,0.0,0.0,34489.56,44271.56,3753402.2,530333.3,695977.37
2023-09-21,3,21,9,3,0,0,0,83076.09,6,3753402.2,24922.83,25131.03,50053.85,30030.68,7860.11,0.0,0.0,37890.79,12163.06,3765565.26,563355.53,733167.27
2023-09-22,4,22,9,3,0,0,0,94840.81,6,3765565.26,28452.24,38614.84,67067.09,33481.98,9025.38,0.0,0.0,42507.36,24559.72,3790124.98,591129.25,739415.57
2023-09-23,5,23,9,3,1,0,0,36597.93,3,3790124.98,10979.38,38430.38,49409.76,36539.88,1180.43,0.0,0.0,37720.3,11689.46,3801814.44,578317.43,715182.2
2023-09-24,6,24,9,3,1,0,0,45915.2,5,3801814.44,13774.56,28698.93,42473.49,49781.3,2607.48,0.0,0.0,52388.79,-9915.3,3791899.14,581759.14,677300.94
2023-09-25,0,25,9,3,0,0,0,76945.61,5,3791899.14,23083.68,44650.18,67733.86,73183.3,10159.05,0.0,0.0,83342.35,-15608.49,3776290.65,590970.89,645189.9
2023-09-26,1,26,9,3,0,0,0,57691.81,5,3776290.65,17307.54,35338.61,52646.15,84683.69,11343.01,0.0,0.0,96026.69,-43380.54,3732910.11,596016.54,590308.24
2023-09-27,2,27,9,3,0,0,0,111901.47,14,3732910.11,33570.44,41026.17,74596.61,21727.29,9797.43,0.0,0.0,31524.73,43071.89,3775982.0,633321.39,625593.02
2023-09-28,3,28,9,3,0,0,0,110476.54,12,3775982.0,33142.96,50656.28,83799.25,21620.13,5728.16,0.0,0.0,27348.29,56450.96,3832432.96,659998.69,665902.89
2023-09-29,4,29,9,3,0,0,0,68892.17,7,3832432.96,20667.65,30811.75,51479.41,38645.34,5749.72,0.0,0.0,44395.05,7084.35,3839517.31,677411.45,702366.87
2023-09-30,5,30,9,3,1,1,1,29836.88,2,3839517.31,8951.06,44707.63,53658.69,47579.25,2490.89,0.0,0.0,50070.14,3588.55,3843105.86,653589.64,664944.42
2023-10-01,6,1,10,4,1,0,0,50678.44,3,3843105.86,15203.53,53295.47,68499.0,23539.19,3452.35,202837.4,0.0,229828.93,-161329.93,3681775.92,635769.08,655711.18
2023-10-02,0,2,10,4,0,0,0,135981.02,16,3681775.92,40794.31,84483.3,125277.61,31008.65,3728.27,48059.6,0.0,82796.53,42481.08,3724257.0,646472.49,704017.12
2023-10-03,1,3,10,4,0,0,0,117588.55,14,3724257.0,35276.57,62785.06,98061.63,44293.58,10402.33,0.0,0.0,54695.9,43365.73,3767622.73,665999.41,751796.74
2023-10-04,2,4,10,4,0,0,0,135339.04,16,3767622.73,40601.71,93613.57,134215.28,43957.91,9883.29,0.0,0.0,53841.2,80374.09,3847996.82,667123.17,766324.34
2023-10-05,3,5,10,4,0,0,0,97147.65,12,3847996.82,29144.29,65804.43,94948.73,35823.13,3613.55,0.0,60387.18,99823.86,-4875.13,3843121.69,669322.09,765564.43
2023-10-06,4,6,10,4,0,0,0,146080.98,13,3843121.69,43824.29,47823.36,91647.66,40534.36,5806.35,0.0,0.0,46340.7,45306.96,3888428.64,723755.41,816430.34
2023-10-07,5,7,10,4,1,0,0,35231.69,3,3888428.64,10569.51,33099.96,43669.46,31988.95,2858.76,0.0,0.0,34847.71,8821.75,3897250.39,715317.64,795849.66
2023-10-08,6,8,10,4,1,0,0,24450.93,1,3897250.39,7335.28,31094.71,38429.99,39132.56,1174.49,0.0,0.0,40307.05,-1877.06,3895373.34,701338.58,769524.72
2023-10-09,0,9,10,4,0,0,0,49889.18,6,3895373.34,14966.76,49919.53,64886.29,34112.97,4280.24,0.0,0.0,38393.21,26493.08,3921866.41,686341.47,828039.67
2023-10-10,1,10,10,4,0,0,0,75972.98,5,3921866.41,22791.9,32569.93,55361.82,52673.11,7584.8,0.0,0.0,60257.91,-4896.08,3916970.33,706952.63,847952.66
2023-10-11,2,11,10,4,0,0,0,130234.34,13,3916970.33,39070.3,51565.34,90635.64,88435.68,7743.37,0.0,0.0,96179.05,-5543.41,3911426.92,746551.33,805571.92
2023-10-12,3,12,10,4,0,0,0,57637.98,5,3911426.92,17291.39,59382.6,76673.99,58592.68,6309.83,0.0,0.0,64902.51,11771.48,3923198.4,727515.32,802901.93
2023-10-13,4,13,10,4,0,0,0,131675.9,12,3923198.4,39502.77,56840.95,96343.72,26812.4,6745.39,0.0,0.0,33557.79,62785.93,3985984.33,762847.5,853979.25
2023-10-14,5,14,10,4,1,0,0,19469.71,2,3985984.33,5840.91,39128.6,44969.52,30750.14,2605.93,0.0,0.0,33356.07,11613.45,3997597.78,737347.69,835832.01
2023-10-15,6,15,10,4,1,0,0,19204.53,1,3997597.78,5761.36,59640.49,65401.85,52788.92,3878.73,0.0,0.0,56667.65,8734.2,4006331.98,691150.37,797801.82
2023-10-16,0,16,10,4,0,0,0,55409.47,5,4006331.98,16622.84,72314.43,88937.27,54465.81,3882.74,0.0,0.0,58348.55,30588.72,4036920.7,657622.57,799574.46
2023-10-17,1,17,10,4,0,0,0,59692.67,6,4036920.7,17907.8,59295.25,77203.05,42923.77,6382.99,0.0,0.0,49306.76,27896.29,4064816.99,640112.2,832343.99
2023-10-18,2,18,10,4,0,0,0,92566.22,10,4064816.99,27769.87,80529.5,108299.37,62665.92,10082.13,0.0,0.0,72748.05,35551.31,4100368.3,624379.05,856008.89
2023-10-19,3,19,10,4,0,0,0,116864.31,8,4100368.3,35059.29,64973.6,100032.89,57177.04,3345.84,0.0,0.0,60522.88,39510.01,4139878.31,641210.48,841340.46
2023-10-20,4,20,10,4,0,0,0,92781.98,8,4139878.31,27834.59,73991.85,101826.45,59992.25,8730.03,0.0,0.0,68722.28,33104.17,4172982.49,632166.01,851678.79
2023-10-21,5,21,10,4,1,0,0,21249.45,1,4172982.49,6374.84,39298.87,45673.7,51059.47,2536.67,0.0,0.0,53596.13,-7922.43,4165060.06,607741.76,807121.02
2023-10-22,6,22,10,4,1,0,0,20312.73,2,4165060.06,6093.82,26987.92,33081.74,26940.83,1213.77,0.0,0.0,28154.6,4927.14,4169987.2,594972.75,792343.42
2023-10-23,0,23,10,4,0,0,0,145378.27,11,4169987.2,43613.48,48423.49,92036.97,35231.81,6147.33,0.0,0.0,41379.14,50657.84,4220645.03,648314.05,806397.65
